question,answer 
هل مريض الاكتئاب يمكنه التعايش مع المرض بالدواء هل ممكن يمارس حياتو بسهولة و بطريقة عادية,"نعم اذا تم التدرب على التغلب عليه بالعلاجات النفسية السلوكية المعرفية 
ويتم تحديد درجات الاكتئاب بالتشخيص الاكلينيكي من خلال الأعراض وتواجدها سريريا لدى المريض 
ومن خلال استجاباته على المقاييس النفسية اما المعالجة فيتم تقريرها بناءا على حالة المريض"
هل الاكتئاب المزمن متل مرض السكري يحتاج إلى علاج دائم و هل أدوية الاكتئاب القديمة بجرعات صغيرة لمدة مستمرة تضر الأعضاء الحيوية متل القلب و الكلية و الكبد هل يمكن التعايش بها,الاكتئاب المتكرر أكثر من ثلاث مرات يحتاج لعلاج دائم والأدوية المضادة للاكتئاب القديمه والحديثه ليس لها أضرار عضوية ولكن ممكن بعضها يزيد الوزن او يؤثر على الأداء الجنسي
مرحبا دكتور انا كتير تعبانه نفسيا عم بتصير عندي عصبية من اقل موقف هالشي عم يأثر على دراستي وحياتي وعلاقتي بخطيبي يلي كتير عم ايقو بتعصيبي وحسسيتي وغيرتي الزايدة عليه,"الخوف والقلق في هذه المرحلة متوقع 
تستطيعي ان تستفيدي من الجوانب الايمانيه في حياتك 
لرفع الثقة بالنفس وبالاخرين 
وذلك سيساعد في التغلب على الاكتئاب والخو ف 
وانت بحاجة الى ان تراجعي معالجا قريبا منك لكي تستفيدي اكثر من التشخيص الدقيق ومن الخدمات العلاجية تبعا لذلك"
اعانى من الاكتئاب منذ 20 عام واخذت كثيرا من الادويه ومداوم على البراكس من سنين وبدأ يفقد مفعولة فأخذت معه هيبنور وجابتين والان الحالة تتدهور سريعا وقد فكرت فى الانتحار,من المهم مراجعة طبيبك النفسي في اسرع فرصة ، عدم الاستسلام للأفكار السلبية ، وتذكر أهمية ان لا تؤذي نفسك ففي ذلك تعقيد لمشكلتك ، فمشكلتك مهما كانت لها حل بإذن الله، الاسترخاء والتفكر الارتقائي ضروري ويفيدك العلاج بـ EMDR ومن الضروري جدا زيارة طبيب نفسي في اسرع وقت لتقييم الحالة وتقديم المساعدة
السلام لدي مشكلة في النفس هو الرهاب الاجتماعي ممكن تعطيني حل,"الرهاب الاجتماعي مرض نفسي معروف ومنتشر وله علاج فعَّال بحمد الله وفضْله وهناك عدة تقنيات علاج نفسي 
1.العلاج بالغمر2.الازالة المنظمة للحساسية3.التفكير الايجابي والتدرب على الاسترخاء في المواقف الاقل توترا وقلقا 4.EMDR 
وسيفيدك التحسن في مواجهة الظروف الاكثر تعقيدا فان لم تتحسن على هذا البرنامج فمن المهم ان تراجع طبيبك المختص
 وأفضل من يساعدك في اتخاذ هذا القرار العلاجي  هو طبيبك المختص"
مرحبا انا في حالة ضياع قلق توتر دوخة عدم اتزان واحساس بعدم التركيز بما يحصل حولي اجريت جميع الفحوصات الازمة طبيب قال اذهب الى طبيب نفسي واخر قال الى طبيب اعصاب اعطاني deanxit,راجع طبيب نفسي
قلتم لي أن استبدل دواء سيرمومنتيل بمضادات الاكتئاب الحديتة لكني جربتها كلها ولم استفد و الطبيب قال لي أن اتناول سيرمونتل وخفف قلقي اعيد سؤالي هل من ضرر أن تناولت حبة 25/اليوم,ليس هناك ضرر
مرحبا هل القلق النفسي والتوتر والخوف من المرض يسبب تعب وخمول ودوخة وغثيان ويزداد هذا الشعور عند المشي والخروج من المنزل وما الحل لهذه المشكلة دون طبيب نفسي,ليس هناك حل بدون طبيب نفساني
مرحبا اختي معها وسواس قهري شديد في كل شيء هي حامل في ثامن وصف لها طبيب نفسي فلوكستين حبه ٢٠وحبه كويترا ٢٥لها اسبوعين ولم تتحسن ابدا هل تزيد جرعة فلوكستين لتصبح ٤٠وتوقف كويترا,المدة غير كافيه للتحسن ويجب ان تتابع الطبيب شهريا
تحاوطني الاوهام والظنون بالموت لي او لاحد قريب مني ويصل ذلك لدرجة التخيل..لا استطيع التخلص من هذا السعور فبمجرد ان اشعر به اتوقف عن فعل اي شئ واشعر بالاكتئاب وعدم لرغبه في كل,هذه أعراض تتطلب تقييم الطبيب النفساني ثم العلاج
مصابة بالوسواس القهري ولم أتمكن من العلاج السلوكي مطلقا فهل يمكن القضاء على الوسواس بالعلاج الدوائي فقط علما اني لم اجرب العلاج الدوائي مطلقا,ليس معنى فشلك فى العلاج السلوكى هو فشل العلاج السلوكى بل قد يكون الفشل راجع للشخص القائم على عملية العلاج اختارى شخصا اخر ليقوم بالعلاج النفسى والعلاج السلوكى
عندي سرحان عدم التركيز وتوتر قلق وكان عندي تبول ليلي والحمد الله اتعلاجت منها كونت اخد uripan xr,راجع ظروفك الأسرية
هل مريض الفصام يخاف من الاصابة بالفصام قبل الاصابة بالفصام وهل يستطيع اخفاء اعراضه عن المجتمع وهل الانسان اذا كانت حياته طبيعية مع المجتمع معناه ان عقله سليم وجزاكم الله خيرا,من معايير الصحة النفسية هى توافق الفرد مع المجتمع فاذا كان الفرد علاقته مع المجتمع جيدة فهذا من علامات الصحة النفسية - اما عن ان مريض الفصام يخاف من الفصام قبل اصابته بالفصام فهو نوع من الايحاء والوسواس القهرى والافكار اللا عقلانية التى توصل فيما بعد لاضطرابات نفسية اخرى -اما عن كون الانسان قادر على اخفاء اعراض مرضة من المجتمع فنحن جميعا مرضى نخفى اعراضنا عن المجتمع ولكن بدرجات متفاوته ولمراحل قصيرة ان لم يتم سرعة التدخل لعلاجها لن يستطيع المريض السيطرة عليها او التحكم فيها
جعفرparoxétineتشبعت بتوهمات فصام التي قرأتهاعندمااتذكرصورة لواط مع ابي ارتعب حتى اشعربالالم بشرجي ليس توهمابلجنس بل رعبا و وسواس باني توهمت هذاوارتعب من تصديق هذامع وقت مهذ,راجع متخصص بالقرب منك للتشخيص الدقيق
